ID,INT1,STAB1,GLOB1,INT2,STAB2,GLOB2,INT3,STAB3,GLOB3,INT4,STAB4,GLOB4,INT5,STAB5,GLOB5,INT6,STAB6,GLOB6
954,5,5,5,2,4,2,4,4,3,6,4,2,6,6,6,2,4,2
955,4,6,2,5,2,5,2,3,3,6,4,4,7,5,4,5,5,5
956,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
957,7,6,5,2,4,2,6,6,4,7,3,2,7,6,3,5,5,5
958,4,4,4,7,4,4,6,4,4,4,4,4,6,4,4,4,4,4
959,7,7,7,7,4,4,7,7,7,7,3,3,4,7,7,7,4,4
960,3,6,1,5,2,4,6,6,4,4,3,3,5,4,4,4,2,1
961,4,4,2,1,4,1,6,1,1,5,4,1,7,1,4,3,2,1
962,4,5,4,1,3,4,7,7,7,7,4,5,7,6,5,7,7,4
963,6,6,5,6,6,6,6,4,6,6,5,4,7,6,7,7,6,6
964,7,2,2,2,2,2,7,5,5,4,3,2,4,4,3,4,2,2
965,4,3,4,4,4,4,1,3,5,1,3,5,7,4,6,7,5,3
966,7,6,2,5,1,2,5,6,3,2,3,2,7,5,5,5,4,1
967,4,3,3,6,4,4,4,2,1,2,2,4,4,2,4,2,1,4
968,5,5,6,6,4,4,7,4,5,1,4,3,5,3,4,4,4,6
969,5,3,2,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
970,5,3,3,1,1,1,4,2,3,5,4,2,6,6,3,2,3,1
971,4,4,3,5,4,2,6,4,2,7,4,1,7,6,6,6,7,7
974,6,4,6,4,1,1,6,5,3,3,2,2,6,6,6,5,5,6
975,5,3,7,1,1,1,7,7,6,6,6,6,7,7,7,4,4,4
976,6,5,2,2,3,3,7,6,6,7,6,7,5,4,5,7,7,7
977,4,4,4,2,1,2,5,5,2,4,4,3,6,5,4,6,6,4
978,7,2,2,7,4,1,1,6,5,7,3,1,7,4,6,4,7,1
979,1,4,1,1,2,1,7,5,4,1,3,3,4,5,5,4,4,4
980,5,3,1,7,2,1,4,7,7,4,2,6,6,1,5,5,2,6
981,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
982,5,5,3,4,3,4,5,5,7,4,4,3,5,6,5,4,5,4
985,5,4,6,7,2,5,5,4,6,6,5,5,7,5,1,7,5,6
986,7,4,1,5,4,4,6,5,2,7,3,3,6,6,4,4,4,3
987,7,4,5,5,5,7,7,5,1,5,4,3,6,5,1,7,7,1
988,4,7,2,5,5,3,6,6,5,7,4,1,7,7,7,4,3,1
989,2,6,3,4,4,3,4,3,4,2,3,3,2,3,3,3,3,3
990,6,5,7,5,4,4,6,6,6,6,5,5,7,6,7,5,5,4
992,1,5,5,4,4,3,6,6,6,6,4,3,5,5,4,4,4,4
993,4,2,1,7,2,1,4,3,1,3,2,1,5,3,3,4,2,1
994,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
995,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
998,5,4,4,4,4,3,5,4,4,4,3,2,1,3,3,1,7,7
999,7,7,4,4,4,1,6,5,4,4,3,1,7,5,1,4,4,2
1000,4,4,4,4,4,4,1,2,1,4,2,3,5,5,4,4,4,4
1001,6,4,6,7,1,1,6,5,6,2,2,4,7,6,7,2,6,6
1002,6,4,4,6,5,5,4,5,4,4,4,4,4,3,5,4,4,1
1003,4,4,4,2,3,3,5,5,5,3,3,3,5,4,4,4,4,4
1004,2,4,3,4,4,4,6,6,2,5,3,1,5,5,5,7,4,5
1005,6,7,6,6,4,5,6,6,5,6,5,3,4,6,6,4,4,2
1006,4,4,2,2,3,2,5,4,2,5,4,3,2,5,4,5,6,4
1007,5,6,7,5,3,4,7,7,7,5,6,3,7,4,6,5,5,6
1008,5,5,7,4,4,1,5,4,1,7,5,1,6,5,4,4,4,4
1009,6,5,4,1,3,3,7,5,5,4,3,2,7,6,2,6,5,5
1010,4,4,1,4,4,3,6,3,4,4,4,3,4,4,1,4,4,4
1012,4,5,5,5,3,5,6,6,6,6,4,2,6,6,6,6,6,7
1013,4,2,4,4,3,3,1,2,4,5,3,4,6,4,4,5,5,2
1015,7,6,2,7,4,3,7,4,1,1,4,1,6,4,4,7,6,6
1016,5,4,4,2,2,4,7,4,1,7,3,1,4,5,1,4,4,1
1017,7,5,5,7,7,7,6,7,1,7,1,1,7,4,4,3,3,2
1019,4,5,4,5,4,4,5,4,3,7,4,4,4,4,4,1,4,4
1021,2,5,1,5,4,1,6,1,1,6,1,1,2,4,1,4,2,1
1022,5,4,4,4,3,3,5,2,1,7,5,1,1,5,1,7,3,5
1023,7,7,7,7,7,1,7,4,1,7,1,4,7,7,1,7,7,1
1024,5,4,2,6,4,4,5,4,4,4,4,3,5,5,4,1,4,4
1025,7,4,6,4,4,3,4,5,4,7,2,3,3,6,2,1,1,1
1026,4,4,2,4,4,4,4,2,3,5,5,1,7,6,4,4,4,3
1028,4,4,2,4,4,3,6,2,6,1,1,3,6,6,2,4,4,4
1029,6,6,6,2,6,2,6,6,6,1,3,3,3,2,3,4,4,4
1030,4,1,5,1,1,1,4,7,1,4,4,4,4,4,4,7,7,7
1031,5,5,1,1,4,4,7,4,6,1,1,1,7,6,7,4,4,4
1032,5,3,5,2,4,2,5,2,2,2,1,4,2,5,5,4,4,4
1033,6,6,5,4,4,4,4,5,2,4,3,2,5,4,4,4,7,7
1034,3,4,1,3,1,1,3,2,1,4,4,2,6,6,5,4,4,4
1035,5,7,5,7,1,1,5,7,6,4,1,1,7,5,5,2,4,4
1036,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
1037,7,7,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
1038,5,2,2,6,4,1,2,1,1,2,4,1,7,6,3,1,3,1
1039,6,4,4,6,5,6,3,2,2,4,4,3,7,6,6,5,4,3
1040,6,4,6,5,5,1,6,4,2,6,3,2,6,4,4,4,5,3
1041,3,6,4,2,4,4,7,7,7,4,4,4,6,5,4,4,4,4
1042,4,2,5,6,3,3,5,4,2,2,4,4,6,4,5,4,4,4
1043,7,5,2,4,3,1,5,5,6,4,5,5,7,6,4,6,6,5
1044,5,4,4,1,1,1,1,7,7,4,2,4,2,5,1,4,4,4
1045,6,2,5,4,3,3,1,4,1,5,5,3,4,4,4,5,4,5
1046,1,6,3,2,2,4,6,6,3,6,4,2,6,4,5,4,4,4
1047,6,4,5,4,5,4,6,5,5,5,5,4,4,5,5,4,4,4
1048,7,7,2,7,4,1,1,1,1,7,7,1,7,4,7,7,4,1
1049,7,2,5,7,2,2,7,3,3,6,2,1,6,3,4,1,3,1
1050,6,6,5,4,4,3,5,5,5,4,3,2,7,7,4,4,4,4
1051,4,2,4,4,2,1,7,7,7,7,2,4,5,6,3,6,4,4
1052,3,5,7,1,4,1,7,5,1,3,1,1,4,7,1,7,7,1
1053,4,3,3,3,2,1,7,5,4,3,2,2,7,6,5,4,4,4
1054,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
1055,7,5,1,4,4,3,7,5,7,7,1,1,7,7,7,7,7,7
1056,6,6,6,4,4,4,4,4,4,5,4,4,5,6,4,5,4,5
1057,1,4,5,7,7,1,5,4,4,4,4,4,7,7,7,1,1,7
1058,5,4,4,4,4,3,5,4,4,4,4,3,7,5,1,4,4,4
1059,1,3,3,2,4,4,2,3,3,2,3,3,4,3,3,4,4,4
1060,4,5,5,1,5,4,6,1,3,4,4,3,6,1,5,1,4,1
1061,4,4,4,7,7,7,7,7,7,4,5,4,5,3,5,1,7,3
1062,7,1,1,4,4,3,5,4,4,7,7,5,5,3,7,4,4,4
1063,4,4,4,5,5,5,5,5,5,3,4,4,5,5,5,4,4,4
1064,5,4,3,3,4,5,3,4,5,4,4,4,7,6,4,1,2,4
1065,7,7,1,7,7,7,1,7,7,1,4,4,5,5,6,7,6,6
1066,4,4,4,4,4,4,7,7,4,1,3,1,4,4,4,4,4,4
1067,7,1,4,7,6,4,7,3,3,4,4,2,1,7,7,4,4,4
1068,5,4,4,6,5,2,5,4,3,3,2,1,3,2,1,4,3,3
1069,5,5,3,4,4,4,6,3,4,4,4,4,7,4,4,5,4,4
1070,7,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
1071,5,4,4,4,4,3,5,4,4,4,4,3,5,5,2,4,4,4
1072,5,4,4,4,4,3,5,4,4,1,4,3,5,6,5,6,5,5
1073,3,5,2,5,4,2,5,3,3,3,4,2,7,5,4,7,5,2
1074,5,3,3,3,2,2,4,3,4,2,2,3,5,4,4,4,4,4
1075,3,6,1,3,2,1,7,7,7,1,4,1,4,4,4,1,4,1
1076,4,4,4,4,4,3,4,4,4,4,4,3,5,5,4,4,4,4
1077,1,4,1,3,4,3,5,3,2,4,4,4,3,5,4,6,2,2
1078,4,4,4,5,3,2,5,4,4,4,4,4,4,4,4,5,4,4
1079,2,6,4,7,5,4,5,5,4,3,3,4,6,6,6,5,5,4
1080,4,4,4,2,5,4,5,3,4,6,3,4,5,4,4,6,5,3
1081,5,3,3,4,4,3,5,5,5,5,3,3,5,4,5,4,4,4
1082,7,7,7,4,4,3,7,7,7,4,4,4,7,7,7,4,4,4
1085,4,4,4,5,4,4,5,7,7,3,5,4,4,5,4,5,4,2
1086,6,4,3,3,2,1,5,5,5,3,4,1,6,5,6,4,3,4
1087,1,4,4,1,4,3,4,4,4,1,4,3,4,4,4,4,4,4
1088,4,4,4,7,4,4,5,4,4,1,4,6,4,4,4,1,4,4
1089,7,5,6,1,4,5,4,4,4,7,4,4,7,6,7,4,5,3
1090,7,5,5,7,3,5,5,5,5,4,4,3,6,6,4,4,2,2
1091,3,2,4,7,5,5,5,6,4,5,4,6,3,7,7,7,7,7
1092,4,2,1,3,3,1,6,3,5,6,5,5,5,5,5,7,3,3
1093,4,4,2,6,3,2,6,2,2,6,6,3,6,5,5,1,2,1
1094,5,5,5,4,4,4,4,4,3,3,4,2,5,5,3,4,4,4
1095,6,6,5,5,1,5,6,5,1,6,5,2,6,4,5,4,5,5
1096,5,7,7,7,7,7,1,7,7,2,7,7,5,7,4,7,7,7
1097,7,5,5,1,4,1,7,7,5,1,3,3,7,7,7,5,4,6
1098,1,7,1,7,7,5,7,7,2,2,2,1,7,1,1,4,4,4
1099,5,3,4,6,3,4,4,3,3,6,3,5,4,4,6,4,4,3
1100,3,1,1,4,4,3,3,4,3,3,4,3,3,5,2,3,1,1
1101,6,5,1,5,5,2,7,4,3,6,4,1,7,5,5,4,4,4
1102,7,4,3,6,3,4,4,3,1,2,2,1,7,5,6,4,4,2
1103,4,5,2,4,2,2,6,4,3,3,2,2,5,5,4,4,4,4
1104,5,3,4,5,3,2,6,4,4,2,2,2,5,3,6,1,2,2
1105,4,4,4,5,4,5,6,4,6,4,4,4,4,5,4,4,4,5
1106,5,4,4,7,1,1,6,4,5,4,4,3,5,5,4,3,3,1
1107,4,1,3,4,4,3,3,3,1,4,3,4,5,6,5,3,6,6
1108,4,3,3,3,2,2,5,2,2,1,3,3,6,3,4,4,3,3
1109,6,5,7,4,4,3,5,5,5,3,2,2,4,5,6,2,6,5
1110,4,5,6,6,4,2,4,5,4,4,5,4,3,4,5,5,4,4
1111,4,4,4,4,3,2,5,4,4,4,4,3,5,4,5,4,4,2
1112,5,4,4,1,4,4,5,4,4,1,1,3,4,6,7,4,4,4
1113,7,3,6,2,2,2,6,5,3,7,6,2,2,5,4,6,6,2
1114,5,3,4,2,4,4,3,4,4,7,4,1,6,4,5,3,4,4
1115,5,3,5,5,4,1,6,4,1,7,4,1,6,3,1,1,1,1
1116,6,5,7,6,4,3,7,6,7,1,3,1,7,6,5,6,5,5
1117,6,5,5,5,3,2,6,5,5,4,2,2,6,5,5,3,4,3
1118,5,6,5,5,4,3,4,5,2,6,3,3,6,3,3,5,4,5
1119,4,4,5,3,4,2,6,4,2,4,4,2,5,3,3,4,4,2
1120,3,3,4,2,6,4,4,2,2,4,6,6,6,5,5,6,4,2
1121,5,5,3,5,3,5,7,7,3,7,2,1,7,5,6,4,3,5
1122,4,4,4,4,4,4,6,5,4,6,3,3,4,3,3,4,5,4
1123,2,5,6,3,2,4,5,2,2,3,4,2,2,4,3,2,1,1
1124,5,2,3,7,6,2,4,2,2,6,2,2,4,4,5,4,2,1
1125,1,2,4,4,4,3,5,4,2,4,4,3,5,5,4,4,4,4
1126,4,3,1,7,4,4,5,3,3,4,4,4,6,4,4,4,4,4
1127,4,4,4,4,4,2,2,4,2,4,4,4,4,4,2,4,4,2
1128,3,5,3,6,4,5,2,2,2,5,4,6,6,5,5,4,3,2
1129,5,3,4,4,3,5,5,3,4,4,2,4,6,5,5,6,4,5
1130,6,4,2,2,5,4,7,6,4,6,5,2,4,5,4,4,4,5
1131,5,3,2,1,3,3,2,6,1,1,5,6,4,6,6,4,4,4
1132,7,1,4,1,3,1,7,7,5,1,1,4,7,7,4,1,3,1
1133,5,3,5,5,4,4,6,5,5,4,4,3,5,5,5,4,5,5
1134,4,5,5,1,2,3,4,4,2,2,2,2,6,5,4,2,2,2
1135,7,6,1,6,2,1,7,4,2,4,4,2,7,6,4,6,4,3
1136,4,5,1,3,5,5,7,4,4,4,4,3,4,5,4,2,6,4
1137,4,3,4,4,1,4,2,6,4,1,3,4,3,3,1,2,1,3
1138,4,5,6,1,4,4,4,5,4,5,6,2,3,4,4,2,4,4
1139,7,5,2,7,4,2,5,4,5,4,4,5,3,4,2,6,6,4
1140,2,2,3,1,4,2,5,4,1,7,2,2,4,3,1,3,2,1
1141,1,4,1,3,4,6,6,5,5,2,3,2,6,5,4,1,4,1
1142,2,2,3,2,3,3,5,5,2,5,4,4,6,3,2,5,5,2
1143,6,6,6,5,4,3,7,4,6,7,2,1,3,2,6,6,2,7
1144,6,6,5,2,2,2,4,5,4,3,3,3,5,5,4,3,3,3
1145,2,3,3,2,2,1,4,2,3,1,4,3,5,5,4,4,2,2
1146,5,5,3,5,4,5,5,4,5,6,5,5,5,5,5,5,5,5
1147,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
1148,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1149,6,4,3,7,1,1,6,2,1,1,4,1,2,4,4,1,3,2
1150,1,2,2,4,4,4,3,3,2,2,6,4,5,7,5,2,4,4
1151,1,7,4,6,6,4,4,7,3,5,4,5,7,4,4,7,4,5
1152,6,4,3,3,2,2,7,4,4,4,2,2,4,2,2,4,4,2
1153,5,3,4,7,4,4,7,3,1,7,3,3,7,4,4,6,3,4
1154,4,3,3,4,4,3,6,2,1,4,4,3,6,3,2,1,3,1
1155,5,4,4,4,6,5,1,4,7,4,4,3,4,4,4,4,7,7
1156,2,3,3,6,4,2,5,1,1,3,2,3,4,2,2,2,3,2
1157,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
1158,5,2,4,6,4,2,6,5,2,2,4,2,5,2,2,4,3,4
1159,5,4,4,1,4,4,7,6,5,7,6,3,7,6,6,4,4,4
1160,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
1161,2,5,1,7,7,6,2,3,1,4,4,3,5,5,4,4,4,4
1162,5,5,5,2,2,6,4,3,4,5,4,4,6,6,5,4,5,5
1163,1,1,1,1,1,1,1,1,1,7,1,4,7,7,7,1,4,4
1164,6,4,1,5,1,1,6,3,2,1,2,1,6,6,5,1,4,5
1165,3,6,6,4,4,3,6,3,1,4,4,3,4,3,5,3,5,5
1166,4,5,1,2,1,4,4,5,3,5,5,4,6,6,6,3,7,5
1167,6,7,7,5,5,3,6,5,2,6,7,6,7,5,4,2,3,1
1168,7,4,5,4,4,6,6,3,5,2,4,6,5,5,5,6,5,6
1169,4,4,2,4,2,4,6,2,4,3,4,1,4,4,4,4,4,4
1170,5,4,5,7,1,3,6,5,2,2,5,2,6,4,2,4,6,2
1171,4,7,7,1,7,7,4,6,7,1,7,7,4,7,1,7,7,7
1172,5,4,4,4,4,4,5,3,4,4,4,3,5,4,4,3,4,4
1173,4,4,4,1,4,2,6,5,4,4,4,3,4,4,4,4,4,4
1174,6,6,6,7,6,3,6,5,1,4,5,2,2,5,6,4,7,7
1175,6,2,5,2,4,3,6,2,5,4,4,4,2,6,6,4,5,2
1176,2,2,4,1,3,4,4,1,4,3,4,4,1,2,4,1,4,1
1177,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1178,5,5,6,5,3,2,4,5,6,6,2,5,6,6,6,4,6,6
1179,6,4,5,7,3,5,1,4,4,6,4,2,4,4,5,4,3,1
